id,businessName,fullAddress,streetAddress,city,state,stateFull,zip,country,phone,website,websiteTitle,latitude,longitude,source,certifiedTech,nearestFranchise,distanceToFranchise
197,Camping World of Birch Run (BRMI),"11600 S Beyer Rd, Birch Run, Michigan 48415, United States",11600 S Beyer Rd,Birch Run,MI,Michigan,48415,US,(844) 500-1808,https://rv.campingworld.com/dealer/birch-run-michigan,rv.campingworld.com/dealer/birch-run-michigan,43.256059,-83.783581,RVTI,true,"Fireside Lansing, MI",53.2
202,Camping World of Bridgeport,"602 Heron Drive, Swedesboro, New Jersey 08085, United States",602 Heron Drive,Swedesboro,NJ,New Jersey,08085,US,800-889-8923,http://www.campingworld.com,www.campingworld.com,39.767958,-75.354385,RVTI,true,"Fireside Lancaster, PA",53.8
203,Camping World of Buffalo,"5533 Camp Road, Hamburg, New York 14075, United States",5533 Camp Road,Hamburg,NY,New York,14075,US,(716) 312-6692,https://www.campingworldofbuffalo.com,www.campingworldofbuffalo.com,42.73698,-78.841505,RVTI,true,"Fireside Jamestown, NY",48.6
204,Camping World of Calera,"730 George Roy Pky, Calera, Alabama 35040, United States",730 George Roy Pky,Calera,AL,Alabama,35040,US,888-875-2097,,,33.159274,-86.771797,RVTI,true,"Fireside Gadsden, AL",73.7
206,Camping World of Charleston (CHN),"8155 Rivers Avenue, Charleston, South Carolina 29406, United States",8155 Rivers Avenue,Charleston,SC,South Carolina,29406,US,843-553-6633,,,32.955611,-80.045524,RVTI,true,"Fireside Summerville, SC",8.7
207,Camping World of Chattanooga,"6728 Ringgold Road, Chattanooga, Tennessee 37412, United States",6728 Ringgold Road,Chattanooga,TN,Tennessee,37412,US,866-980-7706,http://www.campingworld.com,www.campingworld.com,34.985878,-85.198131,RVTI,true,"Fireside Blue Ridge, GA",50.2
208,Camping World of Cheyenne (CWY),"8910 Hutchins Drive, Cheyenne, Wyoming 82007, United States",8910 Hutchins Drive,Cheyenne,WY,Wyoming,82007,US,8555653428,,,41.141475,-104.696632,RVTI,true,"Fireside Fort Collins, CO",43.4
209,Camping World of Chicago,"27794 North Darrell Road PO Box 570, Wauconda, Illinois 60084, United States",27794 North Darrell Road PO Box 570,Wauconda,IL,Illinois,60084,US,(866) 885-7621,http://www.campingworldofchicago.com/,www.campingworldofchicago.com,42.264295,-88.174871,RVTI,true,"Fireside Kenosha, WI",28.6
211,Camping World of Cocoa,"4700 Hwy 520, Cocoa, Florida 32926, United States",4700 Hwy 520,Cocoa,FL,Florida,32926,US,321-504-6500,,,28.360553,-80.799243,RVTI,true,"Fireside Longwood, FL",40.4
212,Camping World of Coldwater (QMI),"373 North Willowbrook Road, Coldwater, Michigan 49036, United States",373 North Willowbrook Road,Coldwater,MI,Michigan,49036,US,844-967-0742,https://rv.campingworld.com/dealer/quincy-michigan-coldwater?utm_source=moz&utm_campaign=directory&utm_medium=organic,rv.campingworld.com/dealer/quincy-michigan-coldwater?utm_source=moz&utm_campaign=directory&utm_medium=organic,41.938727,-84.968506,RVTI,true,"Fireside Lansing, MI",58.8
213,Camping World of Colfax,"8615 Triad Drive, Colfax, North Carolina 27235, United States",8615 Triad Drive,Colfax,NC,North Carolina,27235,US,877-280-7496,,,36.093653,-79.999317,RVTI,true,"Fireside Concord, NC",57.4
214,Camping World of Columbia,"3634 Femandina Rd, Columbia, South Carolina 29210, United States",3634 Femandina Rd,Columbia,SC,South Carolina,29210,US,+1 8037 721791,,,34.053451,-81.12619,RVTI,true,"Fireside Darlington, SC",73.5
216,Camping World of Council Bluffs,"2802 South 21st Street, Council Bluffs, Iowa 51501, United States",2802 South 21st Street,Council Bluffs,IA,Iowa,51501,US,888-587-6768,http://www.campingworld.com/,www.campingworld.com,41.233776,-95.875921,RVTI,true,"Fireside Omaha, NE",3.4
217,Camping World of Denton,"5209 I-35 North, Denton, Texas 76207, United States",5209 I-35 North,Denton,TX,Texas,76207,US,940-898-8906,,,33.246055,-97.178844,RVTI,true,"Fireside Fort Worth, TX",35
218,Camping World of Denver [Golden],"16000 W Colfax Ave, Golden, Colorado 80401, United States",16000 W Colfax Ave,Golden,CO,Colorado,80401,US,888-881-9093,http://www.campingworld.com,www.campingworld.com,39.72769,-105.178315,RVTI,true,"Fireside Arvada, CO",7.1
221,Camping World of Escanaba,"2905 N Lincoln Rd,, Escanaba, Michigan 49829, United States","2905 N Lincoln Rd, ",Escanaba,MI,Michigan,49829,US,(833) 551-1532,https://rv.campingworld.com/dealer/escanaba-michigan,rv.campingworld.com/dealer/escanaba-michigan,45.783318,-87.084039,RVTI,true,"Fireside Upper Peninsula, MI",49.5
222,Camping World of Fayetteville,"5117 US Hwy 301 S, Hope Mills, North Carolina 28348, United States",5117 US Hwy 301 S,Hope Mills,NC,North Carolina,28348,US,910-729-6344,,,34.947473,-78.931371,RVTI,true,"Fireside Darlington, SC",69.9
224,Camping World of Fort Myers (FTM),"4681 Waycross Road, Fort Myers, Florida 33905, United States",4681 Waycross Road,Fort Myers,FL,Florida,33905,US,239-690-3200,,,26.658489,-81.796784,RVTI,true,"Fireside Okeechobee, FL",72
225,Camping World of Fort Pierce,"2123 South Jenkins Road, Fort Pierce, Florida 34947, United States",2123 South Jenkins Road,Fort Pierce,FL,Florida,34947,US,(844) 975-2003,https://rv.ganderoutdoors.com/dealer/fort-pierce-florida,rv.ganderoutdoors.com/dealer/fort-pierce-florida,27.427406,-80.383125,RVTI,true,"Fireside Okeechobee, FL",30.2
228,Camping World of Grand Rapids,"201 76th Street SW, Grand Rapids, Michigan 49548, United States",201 76th Street SW,Grand Rapids,MI,Michigan,49548,US,+1 6168 279528,,,42.82788,-85.669203,RVTI,true,"Fireside Grandville, MI",7.4
229,Camping World of Green Bay,"2323 Woodman Drive, Green Bay, Wisconsin 54303, United States",2323 Woodman Drive,Green Bay,WI,Wisconsin,54303,US,,,,44.544027,-88.074483,RVTI,true,"Fireside Green Bay, WI",3.7
233,Camping World of Hanover,"2100 Baltimore Pike, Hanover, Pennsylvania 17331, United States",2100 Baltimore Pike,Hanover,PA,Pennsylvania,17331,US,717 524 5701,https://www.camoingworldofhanover.com,www.camoingworldofhanover.com,39.755524,-76.952511,RVTI,true,"Fireside Lancaster, PA",39.5
234,Camping World of Harrisburg,"7501 Allentown Blvd, Harrisburg, Pennsylvania 17112-4232, United States",7501 Allentown Blvd,Harrisburg,PA,Pennsylvania,17112-4232,US,717-657-3747,,,40.333474,-76.733764,RVTI,true,"Fireside Lancaster, PA",30.5
236,Camping World of Houston,"27905 Katy Freeway, Katy, Texas 77494, United States",27905 Katy Freeway,Katy,TX,Texas,77494,US,281-693-2800,,,29.775466,-95.855662,RVTI,true,"Fireside Manvel, TX",36.9
239,Camping World of Jacksonville,"10101 Interstate Center Dr., Jacksonville, Florida 32216, United States",10101 Interstate Center Dr.,Jacksonville,FL,Florida,32216,US,904-328-1100,,,30.421033,-81.658079,RVTI,true,"Fireside St. Augustine, FL",41.8
240,Camping World of Jordan (MIMN),"16701 Greystone Lane, Jordan, Minnesota 55352, United States",16701 Greystone Lane,Jordan,MN,Minnesota,55352,US,952-540-4888,,,44.707782,-93.593849,RVTI,true,"Fireside Buffalo, MN",34.9
243,Camping World of Kaysville,"780 N 900 W, Kaysville, Utah 84037, United States",780 N 900 W,Kaysville,UT,Utah,84037,US,801-544-4298,https://www.bjrv.com,www.bjrv.com,41.047518,-111.961678,RVTI,true,"Fireside Layton, UT",1
245,Camping World of Lakeville,"16861 Kenyon Avenue, Lakeville, Minnesota 55044, United States",16861 Kenyon Avenue,Lakeville,MN,Minnesota,55044,US,(952) 435-3805,,,44.703822,-93.287595,RVTI,true,"Fireside Buffalo, MN",43.2
247,Camping World of Lincoln (LNE),"6340 Arbor Rd, Lincoln, Nebraska 68517, United States",6340 Arbor Rd,Lincoln,NE,Nebraska,68517,US,(844) 620-1221,https://rv.campingworld.com/dealer/lincoln-nebraska,rv.campingworld.com/dealer/lincoln-nebraska,40.894508,-96.632884,RVTI,true,"Fireside Omaha, NE",44.1
248,Camping World of Little Falls,"14884 113th St, Little Falls, Minnesota 56345, United States",14884 113th St,Little Falls,MN,Minnesota,56345,US,320-632-4065,http://www.hilmersonrv.com/,www.hilmersonrv.com,45.927061,-94.347415,RVTI,true,"Fireside Buffalo, MN",57
249,Camping World of Little Rock,"9801 Diamond Dr, North Little Rock, Arkansas 72117, United States",9801 Diamond Dr,North Little Rock,AR,Arkansas,72117,US,(501) 219-4420,,,34.785123,-92.140248,RVTI,true,"Fireside Alexander, AR",20.2
251,Camping World of Longmont CO,"14504 E I25 Frontage Rd, Longmont, Colorado 80504, United States",14504 E I25 Frontage Rd,Longmont,CO,Colorado,80504,US,720-406-2111,http://www.campingworld.com,www.campingworld.com,40.213544,-104.978578,RVTI,true,"Fireside Arvada, CO",29
253,Camping World of Manassas (RVA),"10850 Balls Ford Road, Manassas, Virginia 20109, United States",10850 Balls Ford Road,Manassas,VA,Virginia,20109,US,844-505-9744,,,38.799424,-77.523752,RVTI,true,"Fireside Woodbridge, VA",17.7
257,Camping World of Mesquite,"2764 Interstate 30, Mesquite, Texas 75150, United States",2764 Interstate 30,Mesquite,TX,Texas,75150,US,469-917-0364,,,32.815952,-96.639928,RVTI,true,"Fireside Fort Worth, TX",40.3
258,Camping World of Myrtle Beach SC,"2295 Dick Pond Road, Myrtle Beach, South Carolina 29575, United States",2295 Dick Pond Road,Myrtle Beach,SC,South Carolina,29575,US,843-604-9618,,,33.644685,-78.974603,RVTI,true,"Fireside Darlington, SC",68.7
259,Camping World of Nashville,"2618 Music Valley Drive, Nashville, Tennessee 37214, United States",2618 Music Valley Drive,Nashville,TN,Tennessee,37214,US,615-883-1369,http://www.campingworld.com,www.campingworld.com,36.234453,-86.705479,RVTI,true,"Fireside Manchester, TN",62.4
261,Camping World of New Jersey,"1359 River Avenue, Lakewood, New Jersey 08701, United States",1359 River Avenue,Lakewood,NJ,New Jersey,08701,US,+1 7329 058063,https://www.getoutsidenj.com/places/camping-world-lakewood-nj/,www.getoutsidenj.com/places/camping-world-lakewood-nj,40.049102,-74.220071,RVTI,true,"Fireside Montgomery County, PA",61.5
262,Camping World of New Port Richey,"2112 US HWY 19N, Holiday, Florida 34691, United States",2112 US HWY 19N,Holiday,FL,Florida,34691,US,727-937-6176,,,28.187835,-82.739943,RVTI,true,"Fireside Bradenton, FL",48.7
263,Camping World of New River,"44019 N Black Canyon Hwy, New River, Arizona 85087, United States",44019 N Black Canyon Hwy,New River,AZ,Arizona,85087,US,877) 466-0723,https://rv.campingworld.com/dealer/new-river?utm_source=moz&utm_campaign=directory&utm_medium=organic,rv.campingworld.com/dealer/new-river?utm_source=moz&utm_campaign=directory&utm_medium=organic,33.885401,-112.146089,RVTI,true,"Fireside Apache Junction, AZ",47.3
264,Camping World of Oakwood,"4696 Smithson Blvd, Oakwood, Georgia 30566, United States",4696 Smithson Blvd,Oakwood,GA,Georgia,30566,US,770-532-9620,http://www.campingworld.com,www.campingworld.com,34.22076,-83.874692,RVTI,true,"Fireside Blue Ridge, GA",51.3
267,Camping World of Oxford,"2772 US HWY 78 E, Anniston, Alabama 36207, United States",2772 US HWY 78 E,Anniston,AL,Alabama,36207,US,888-473-0038,http://www.campingworldofoxford.com/,www.campingworldofoxford.com,33.613665,-85.772985,RVTI,true,"Fireside Gadsden, AL",30.8
276,Camping World of Ridgeland,"401 Sycamore Dr., Ridgeland, South Carolina 29936, United States",401 Sycamore Dr.,Ridgeland,SC,South Carolina,29936,US,+1 8437 179538,,,32.473649,-80.971555,RVTI,true,"Fireside Summerville, SC",59.6
279,Camping World of Robertsdale,"21282 Hwy 59 S, Robertsdale, Alabama 36567, United States",21282 Hwy 59 S,Robertsdale,AL,Alabama,36567,US,(251) 947-3278,http://www.campingworld.com,www.campingworld.com,30.534461,-87.707085,RVTI,true,"Fireside Gulf Shores, AL",19.9
280,Camping World of Rockford,"6135 All World Way, Roscoe, Illinois 61073, United States",6135 All World Way,Roscoe,IL,Illinois,61073,US,(844) 894-6929,,,42.459849,-88.99736,RVTI,true,"Fireside Kenosha, WI",60.5
283,Camping World of Salt Lake City,"13153 S Minuteman Dr, Draper, Utah 84020, United States",13153 S Minuteman Dr,Draper,UT,Utah,84020,US,801-255-9200,http://www.campingworld.com,www.campingworld.com,40.512582,-111.889102,RVTI,true,"Fireside Layton, UT",38.1
284,Camping World of San Antonio,"3891 Interstate Highway 35 South, New Braunfels, Texas 78130, United States",3891 Interstate Highway 35 South,New Braunfels,TX,Texas,78130,US,830-620-1782,http://www.campingworld.com,www.campingworld.com,29.735937,-98.07218,RVTI,true,"Fireside Austin, TX",41.7
287,Camping World of Sherman,"2005 South Sam Rayburn Freeway, Sherman, Texas 75090, United States",2005 South Sam Rayburn Freeway,Sherman,TX,Texas,75090,US,903-771-2257,,,33.61446,-96.607172,RVTI,true,"Fireside Fort Worth, TX",72.6
288,Camping World of Sherwood,"6721 Warden Road, Sherwood, Arkansas 72120, United States",6721 Warden Road,Sherwood,AR,Arkansas,72120,US,8667890643,,,34.820137,-92.199288,RVTI,true,"Fireside Alexander, AR",19
289,Camping World of Shreveport,"3625 Industrial Drive, Bossier City, Louisiana 71112, United States",3625 Industrial Drive,Bossier City,LA,Louisiana,71112,US,318-746-2267,https://www.campingworld.com,www.campingworld.com,32.526882,-93.677461,RVTI,true,"Fireside Gladewater, TX",73.7
292,Camping World of Spartanburg SC,"114 Best Drive, Spartanburg, South Carolina 29301, United States",114 Best Drive,Spartanburg,SC,South Carolina,29301,US,864-699-5400,http://www.campingworld.com,www.campingworld.com,35.008437,-82.026091,RVTI,true,"Fireside Asheville, NC",50.2
294,Camping World of Spring,"19302 Interstate 45, Spring, Texas 77373, United States",19302 Interstate 45,Spring,TX,Texas,77373,US,,,,30.047359,-95.428091,RVTI,true,"Fireside Livingston, TX",54.5
297,Camping World of St. Louis,"2200 E Pittman Ave, Wentzville, Missouri 63385, United States",2200 E Pittman Ave,Wentzville,MO,Missouri,63385,US,636-856-5400,,,38.806948,-90.857982,RVTI,true,"Fireside Collinsville, IL",48
299,Camping World of Tampa,"4811 McIntosh Road, Dover, Florida 33527, United States",4811 McIntosh Road,Dover,FL,Florida,33527,US,813-982-1600,,,28.02461,-82.242858,RVTI,true,"Fireside Bradenton, FL",41.6
303,Camping World of Tyler,"11271 US 69 N, Tyler, Texas 75706, United States",11271 US 69 N,Tyler,TX,Texas,75706,US,903-882-3225,http://www.southernrvsupercenter.com/,www.southernrvsupercenter.com,32.236507,-95.310188,RVTI,true,"Fireside Gladewater, TX",29.8
304,Camping World of Uxbridge,"865 Quaker Hwy, Uxbridge, Massachusetts 01569, United States",865 Quaker Hwy,Uxbridge,MA,Massachusetts,01569,US,888-352-4478,http://www.flaggrv.com,www.flaggrv.com,42.024268,-71.609575,RVTI,true,"Fireside North Attleboro, MA",14.9
305,Camping World of Vacaville,"5065 Quinn Road, Vacaville, California 95688, United States",5065 Quinn Road,Vacaville,CA,California,95688,US,800-448-1253,https://CampingWorldofVacaville.com,CampingWorldofVacaville.com,38.39255,-121.931312,RVTI,true,"Fireside Santa Rosa, CA",42.5
308,Camping World of Woodstock,"500 Parkway 575 PO Box 1699, Woodstock, Georgia 30188, United States",500 Parkway 575 PO Box 1699,Woodstock,GA,Georgia,30188,US,770-591-3622,,,34.091272,-84.531102,RVTI,true,"Fireside Blue Ridge, GA",54.7
309,Camping World of Yuba City [YCA],"3300 Colusa Hwy, Yuba City, California 95993, United States",3300 Colusa Hwy,Yuba City,CA,California,95993,US,5306719070,,,39.139004,-121.677539,RVTI,true,"Fireside Santa Rosa, CA",73.8
313,Camping World RV of Asheville,"2918 North Rugby Road, Hendersonville, North Carolina 28791, United States",2918 North Rugby Road,Hendersonville,NC,North Carolina,28791,US,888-817-3448,,,35.402732,-82.515159,RVTI,true,"Fireside Asheville, NC",13.4
317,Camping World RV Sales of Concord,"6700 Bruton Smith Blvd., Concord, North Carolina 28027, United States",6700 Bruton Smith Blvd.,Concord,NC,North Carolina,28027,US,888-903-7037,,,35.360476,-80.69258,RVTI,true,"Fireside Concord, NC",7.2
319,Camping World RV Sales of Kissimmee,"5175 Hwy 192, Kissimmee, Florida 34746, United States",5175 Hwy 192,Kissimmee,FL,Florida,34746,US,407-396-2600,http://www.campingworld.com,www.campingworld.com,28.25291,-81.438886,RVTI,true,"Fireside Lithia, FL",54.3
320,Camping World RV Sales of Ocala,"14200 S. US HWY 441, Summerfield, Florida 34491, United States",14200 S. US HWY 441,Summerfield,FL,Florida,34491,US,352-342-9589,http://campingworldofocala.com,campingworldofocala.com,29.014551,-82.013421,RVTI,true,"Fireside Longwood, FL",46.2
323,Camping World RV Supercenter of Colorado Springs,"6830 Bandley Dr Ste 100, Fountain, Colorado 80817, United States",6830 Bandley Dr Ste 100,Fountain,CO,Colorado,80817,US,719-382-6534,,,38.732433,-104.738314,RVTI,true,"Fireside Aurora, CO",69.1
325,Camping World St. Augustine,"600 Prime Outlets Blvd, St. Augustine, Florida 32084, United States",600 Prime Outlets Blvd,St. Augustine,FL,Florida,32084,US,888-618-6831,,,29.929158,-81.416652,RVTI,true,"Fireside St. Augustine, FL",6.6
326,Camping World Technical Institute - Mesa,"2222 East Main Street, Mesa, Arizona 85213, United States",2222 East Main Street,Mesa,AZ,Arizona,85213,US,(480) 363-8669,https://cwtechinstitute.com/,cwtechinstitute.com,33.418044,-111.784569,RVTI,true,"Fireside Apache Junction, AZ",13.6
327,Camping World -TravelCamp - Brooksville,"15265 Cortez Boulevard, Brooksville, Florida 34613, United States",15265 Cortez Boulevard,Brooksville,FL,Florida,34613,US,352-557-9120,,,28.535115,-82.47503,RVTI,true,"Fireside Bradenton, FL",71.9
328,Camping World - Van Boxtel RV and Auto,"1956 Bond St, Green Bay, Wisconsin 54303, United States",1956 Bond St,Green Bay,WI,Wisconsin,54303,US,920-497-3072,http://www.vanboxtelrv.com/,www.vanboxtelrv.com,44.543078,-88.071088,RVTI,true,"Fireside Green Bay, WI",3.5
329,Carolina RV,"4722 South Kings Hwy, Myrtle Beach, South Carolina 29575, United States",4722 South Kings Hwy,Myrtle Beach,SC,South Carolina,29575,US,843-213-1554,https://www.carolinarv.com/,www.carolinarv.com,33.646688,-78.943143,RVTI,true,"Fireside Darlington, SC",70
330,"Carpenter's Campers, Inc.","8450 Pensacola Blvd, Pensacola, Florida 32534-4349, United States",8450 Pensacola Blvd,Pensacola,FL,Florida,32534-4349,US,850-388-6745,https://www.carpenterscampers.com/,www.carpenterscampers.com,30.518255,-87.272117,RVTI,true,"Fireside Gulf Shores, AL",31.7
333,Castle Country RV - Logan,"2015 N MAIN ST, Logan, Utah 84341, United States",2015 N MAIN ST,Logan,UT,Utah,84341,US,(435) 713-4242,https://www.castlecountryrv.com/,www.castlecountryrv.com,41.768971,-111.834842,RVTI,true,"Fireside Layton, UT",49.5
334,Cenla Camping Center - Alexandria,"1916 N. Bolton, Alexandria, Louisiana 71303, United States",1916 N. Bolton,Alexandria,LA,Louisiana,71303,US,318-445-6981,http://www.cenlarv.com,www.cenlarv.com,31.320811,-92.47247,RVTI,true,"Fireside Florien, LA",58.4
335,Central State RV Mobile Repair,"3400 S. Pine Avenue, Ocala, Florida 34471, United States",3400 S. Pine Avenue,Ocala,FL,Florida,34471,US,352-484-5276,https://ocalarvrepair.com/,ocalarvrepair.com,29.153924,-82.126385,RVTI,true,"Fireside Longwood, FL",56.9
337,Chapin Mobile RV Service Plus LLC,"6770 Ridgeway Circle, Parker, Colorado 80134, United States",6770 Ridgeway Circle,Parker,CO,Colorado,80134,US,720 425 0899,https://www.chapinmobilerv.com,www.chapinmobilerv.com,39.460724,-104.73268,RVTI,true,"Fireside Arvada, CO",30.3
341,Cliff Jones RV,"1629 Circle Drive, Sealy, Texas 77474, United States",1629 Circle Drive,Sealy,TX,Texas,77474,US,979-658-8103,http://www.cliffjonesrv.com/,www.cliffjonesrv.com,29.768098,-96.155423,RVTI,true,"Fireside Manvel, TX",52.3
343,Coastal RV Center - Savannah,"6075 Savannah Highway, Ravenel, South Carolina 29470, United States",6075 Savannah Highway,Ravenel,SC,South Carolina,29470,US,843-564-1542,https://www.coastalrvcenter.com/,www.coastalrvcenter.com,32.776996,-80.237929,RVTI,true,"Fireside Summerville, SC",17.1
346,Colonial RV (Airstream & Itasca),"595 State Highway 33, Millstone Township, New Jersey 08535, United States",595 State Highway 33,Millstone Township,NJ,New Jersey,08535,US,732-367-4499,https://www.colonialairstream.com/,www.colonialairstream.com,40.261536,-74.42264,RVTI,true,"Fireside Montgomery County, PA",49.8
347,Colton RV & Marine - Lake Ave Service Center,"4817 Lake Avenue, Blasdell, New York 14219, United States",4817 Lake Avenue,Blasdell,NY,New York,14219,US,716-351-3798,https://www.coltonrv.com/,www.coltonrv.com,42.795392,-78.800899,RVTI,true,"Fireside Jamestown, NY",53.1
348,Colton RV & Marine - Tonawanda,"3122 Niagara Falls Blvd, N Tonawanda, New York 14120, United States",3122 Niagara Falls Blvd,N Tonawanda,NY,New York,14120,US,716-670-1611,https://www.coltonrv.com/,www.coltonrv.com,43.080004,-78.873531,RVTI,true,"Fireside Jamestown, NY",70.4
349,Colton RV & Marine - Wind Gap,"489 Bushkill Plaza Lane, Wind Gap, Pennsylvania 18091, United States",489 Bushkill Plaza Lane,Wind Gap,PA,Pennsylvania,18091,US,610-863-5239,https://www.coltonrv.com/,www.coltonrv.com,40.830591,-75.304356,RVTI,true,"Fireside Montgomery County, PA",43
351,Copley's RV,"9795 SE Federal Highway, Hobe Sound, Florida 33455, United States",9795 SE Federal Highway,Hobe Sound,FL,Florida,33455,US,772-546-6416,https://www.copleysrv.com/,www.copleysrv.com,27.085319,-80.148181,RVTI,true,"Fireside Okeechobee, FL",43.3
352,Corbin's RV,"348 Kings Highway, Fredericksburg, Virginia 22405, United States",348 Kings Highway,Fredericksburg,VA,Virginia,22405,US,540-940-2140,http://www.corbinsrv.com,www.corbinsrv.com,38.289673,-77.442662,RVTI,true,"Fireside Woodbridge, VA",27.5
355,"Crain RV Repair, LLC","40 NW 1st Way, Cape Coral, Florida 33993, United States",40 NW 1st Way,Cape Coral,FL,Florida,33993,US,5748494984,https://www.facebook.com/profile.php?id=100091203511873&mibextid=ZbWKwL,www.facebook.com/profile.php?id=100091203511873&mibextid=ZbWKwL,26.713771,-81.975519,RVTI,true,"Fireside Bradenton, FL",65.6
356,Crestview RV Center - Buda,"PO Box 1028 15700 S. IH 35, Buda, Texas 78610, United States",PO Box 1028 15700 S. IH 35,Buda,TX,Texas,78610,US,512-282-3516,http://www.crestviewrv.com/,www.crestviewrv.com,30.079379,-97.825483,RVTI,true,"Fireside Austin, TX",13.9
357,Crestview RV Center - Georgetown,"5560 N IH 35, Georgetown, Texas 78626, United States",5560 N IH 35,Georgetown,TX,Texas,78626,US,512-931-7500,http://www.crestviewrv.com/,www.crestviewrv.com,30.769802,-97.628034,RVTI,true,"Fireside Austin, TX",35.4
358,Crestview RV Superstore,"16473 IH 35 N, Selma, Texas 78154, United States",16473 IH 35 N,Selma,TX,Texas,78154,US,210-651-6300,http://www.buyrv.net/,www.buyrv.net,29.590047,-98.299221,RVTI,true,"Fireside Austin, TX",57.4
359,Crowder RV Center,"4533 Bristol Highway, Johnson City, Tennessee 37601, United States",4533 Bristol Highway,Johnson City,TN,Tennessee,37601,US,423-282-5011,https://www.crowderrv.com/,www.crowderrv.com,36.403855,-82.346659,RVTI,true,"Fireside Asheville, NC",57
361,CS Mobile RV Repair,"2430 U.S. 27, Clermont, Florida 34714, United States",2430 U.S. 27,Clermont,FL,Florida,34714,US,5409032235,https://Www.Csmobilervrepair.com,Www.Csmobilervrepair.com,28.382284,-81.686536,RVTI,true,"Fireside Lithia, FL",48
362,CSRA Camperland Augusta,"3844 Washington Road, Martinez, Georgia 30907, United States",3844 Washington Road,Martinez,GA,Georgia,30907,US,(706) 863-6294,https://csracamperland.com,csracamperland.com,33.510809,-82.091135,RVTI,true,"Fireside Lexington, SC",58.9
364,D&B Mobile RV Service,"66 Mill Creek Drive, Newnan, Georgia 30265, United States",66 Mill Creek Drive,Newnan,GA,Georgia,30265,US,(770) 380-1841,,,33.389776,-84.671278,RVTI,true,"Fireside Byron, GA",73.3
367,D&N RV,"3619 AL Hwy 69, Guntersville, Alabama 35976, United States",3619 AL Hwy 69,Guntersville,AL,Alabama,35976,US,256-571-9399,https://alabamarvservice.com/,alabamarvservice.com,34.36138,-86.348706,RVTI,true,"Fireside Gadsden, AL",30.9
368,D&S Automotive,"6566 College Street, Beaumont, Texas 77707, United States",6566 College Street,Beaumont,TX,Texas,77707,US,4094669350,https://www.facebook.com/DSAutomotiveshop?paipv=0&eav=AfYRTP7F6fu5fjAZ2QM4rogAm8hufpQpsKBybYSMefyqQDm87CcvKgxuyJM7cgbsuzQ,www.facebook.com/DSAutomotiveshop?paipv=0&eav=AfYRTP7F6fu5fjAZ2QM4rogAm8hufpQpsKBybYSMefyqQDm87CcvKgxuyJM7cgbsuzQ,30.068351,-94.169311,RVTI,true,"Fireside Livingston, TX",63.6
369,Dakota Discount RV - Rapid City,"3330 E Mall Dr, Rapid City, South Dakota 57701, United States",3330 E Mall Dr,Rapid City,SD,South Dakota,57701,US,605-388-8243,http://www.dakotadiscountrv.com/,www.dakotadiscountrv.com,44.103122,-103.160179,RVTI,true,"Fireside Black Hills, SD",22.7
370,Dakota RV,"3831 N. Deadwood Avenue, Rapid City, South Dakota 57702, United States",3831 N. Deadwood Avenue,Rapid City,SD,South Dakota,57702,US,1-877-233-6712,https://www.dakotarv.com,www.dakotarv.com,44.122037,-103.273202,RVTI,true,"Fireside Black Hills, SD",20.6
380,Ehrhardt's Trailer Sales,"776 W Oakton Street, Des Plains, Illinois 60018, United States",776 W Oakton Street,Des Plains,IL,Illinois,60018,US,847-437-3421,http://www.etstrailers.com/,www.etstrailers.com,42.023175,-87.938223,RVTI,true,"Fireside Kenosha, WI",39.3
381,Elite RV Service and Repair,"4135 County Road 34 Unit E, Plattesville, Colorado 80651, United States",4135 County Road 34 Unit E,Plattesville,CO,Colorado,80651,US,970-488-9338,https://www.elitemobilervrepair.com,www.elitemobilervrepair.com,40.233852,-104.970875,RVTI,true,"Fireside Arvada, CO",30.4
382,El Monte RV - Dublin,"6301 Scarlett Court, Dublin, California 94568, United States",6301 Scarlett Court,Dublin,CA,California,94568,US,888-206-3498,,,37.703492,-121.905946,RVTI,true,"Fireside Santa Rosa, CA",67.3
385,ExploreUSA RV - Corporate Office (Blue Compass),"5808 Communications Pkwy, Plano, Texas 75093, United States",5808 Communications Pkwy,Plano,TX,Texas,75093,US,469-429-4100,,,33.053028,-96.833079,RVTI,true,"Fireside Fort Worth, TX",35.4
386,ExploreUSA RV Supercenter - Borne,"28970 Interstate 10, Boerne, Texas 78006, United States",28970 Interstate 10,Boerne,TX,Texas,78006,US,+1 8309 815618,http://www.exploreusa.com,www.exploreusa.com,29.728792,-98.674133,RVTI,true,"Fireside Austin, TX",67
387,ExploreUSA RV Supercenter - Canton,"22719 Ih 20, Wills Point, Texas 75169, United States",22719 Ih 20,Wills Point,TX,Texas,75169,US,+1 9038 651130,http://www.exploreusa.com,www.exploreusa.com,32.655906,-96.086391,RVTI,true,"Fireside Fort Worth, TX",72.7
388,ExploreUSA RV Supercenter - Dallas,"4300 Interstate 30, Mesquite, Texas 75150, United States",4300 Interstate 30,Mesquite,TX,Texas,75150,US,855-912-3135,,,32.80577,-96.662382,RVTI,true,"Fireside Fort Worth, TX",39
389,ExploreUSA RV Supercenter - Houston,"23538 Highway 6, Alvin, Texas 77511, United States",23538 Highway 6,Alvin,TX,Texas,77511,US,,,,29.44747,-95.301223,RVTI,true,"Fireside Manvel, TX",3.6
